Item_Description;Amount;Traffic_Source;Session_Duration
Android T-Shirt;20;Paid Search;3540
Android T-Shirt;20;Referral;1256
Google Stickers;5;Referral;1343
Google Stickers;5;Direct;2943
Google Water Bottle;10;Organic Search;399
Google Hoodie;124;Organic Search;2632
Android T-Shirt;20;Paid Search;217
Canvas Tote;18;Direct;3257
Backpack;125;Referral;2560
Google Stickers;5;Organic Search;1840
Lanyard;6;Organic Search;1937
Google Hoodie;124;Social Media;501
Google Stickers;5;Organic Search;172
Google Stickers;5;Organic Search;2823
Backpack;125;Organic Search;3449
Google Stickers;5;Direct;3311
Puffer Vest;115;Organic Search;1786
Greeting Cards;6;Social Media;2134
Google Water Bottle;10;Organic Search;428
Google Hoodie;124;Referral;300
Google Stickers;5;Direct;2687
Google Stickers;5;Organic Search;2691
Android T-Shirt;20;Referral;652
Google Hoodie;124;Direct;3270
Google Hoodie;124;Paid Search;3570
Google Stickers;5;Direct;1866
Canvas Tote;18;Social Media;1066
Google Hoodie;124;Referral;2461
Google Water Bottle;10;Referral;76
Google Hoodie;124;Organic Search;73
Google Stickers;5;Social Media;3147
Google Hoodie;124;Social Media;1528
Google Stickers;5;Paid Search;651
Backpack;125;Social Media;403
Google Stickers;5;Direct;183
Google Stickers;5;Paid Search;502
Google Water Bottle;10;Referral;260
Google Stickers;5;Social Media;2749
Google Stickers;5;Direct;3340
Google Stickers;5;Social Media;1678
Google Stickers;5;Referral;1790
Google Stickers;5;Direct;125
Google Stickers;5;Paid Search;1514
Canvas Tote;18;Direct;3250
Google Stickers;5;Organic Search;3036
Backpack;125;Paid Search;232
Notebook;20;Paid Search;2341
Google Stickers;5;Referral;972
YouTube Cap;15;Paid Search;2285
Google Hoodie;124;Paid Search;3020
Google Water Bottle;10;Direct;3119
Google Stickers;5;Organic Search;2378
Greeting Cards;6;Organic Search;3093
Google Hoodie;124;Social Media;1479
Lanyard;6;Referral;1158
Backpack;125;Social Media;1202
Google Hoodie;124;Organic Search;1436
Backpack;125;Social Media;3117
Google Stickers;5;Paid Search;2176
Android T-Shirt;20;Direct;2210
Google Stickers;5;Referral;1523
Google Water Bottle;10;Direct;2115
Google Stickers;5;Paid Search;237
Backpack;125;Paid Search;2462
YouTube Cap;15;Organic Search;2732
YouTube Cap;15;Direct;319
Lanyard;6;Social Media;1457
Google Stickers;5;Organic Search;2271
Google Stickers;5;Referral;584
Google Hoodie;124;Organic Search;1729
Google Hoodie;124;Organic Search;3507
Google Stickers;5;Paid Search;1559
Google Stickers;5;Referral;743
Greeting Cards;6;Direct;322
Google Stickers;5;Organic Search;3345
Canvas Tote;18;Referral;3175
YouTube Cap;15;Direct;447
Google Stickers;5;Paid Search;1153
Notebook;20;Organic Search;1668
Google Stickers;5;Social Media;1133
Android T-Shirt;20;Paid Search;1400
Notebook;20;Social Media;2607
Google Stickers;5;Direct;1703
Lanyard;6;Referral;1923
Google Stickers;5;Organic Search;178
Google Hoodie;124;Paid Search;3365
Backpack;125;Direct;2381
Google Stickers;5;Referral;3114
Google Water Bottle;10;Referral;1047
Lanyard;6;Organic Search;1508
Google Water Bottle;10;Organic Search;3590
Lanyard;6;Organic Search;1546
Google Stickers;5;Paid Search;1185
Backpack;125;Paid Search;179
Google Stickers;5;Referral;829
Google Stickers;5;Paid Search;503
Google Stickers;5;Organic Search;871
YouTube Cap;15;Paid Search;1668
Lanyard;6;Direct;2840
Google Stickers;5;Paid Search;3243
Google Stickers;5;Social Media;294
Google Water Bottle;10;Social Media;2687
Google Stickers;5;Direct;841
Canvas Tote;18;Social Media;1016
Canvas Tote;18;Organic Search;1218
Google Hoodie;124;Social Media;52
YouTube Cap;15;Paid Search;2324
Puffer Vest;115;Direct;2687
Notebook;20;Referral;2973
Google Hoodie;124;Social Media;327
Backpack;125;Referral;2399
Android T-Shirt;20;Referral;2048
Lanyard;6;Direct;771
Google Water Bottle;10;Organic Search;2772
Google Stickers;5;Referral;3590
Google Stickers;5;Organic Search;2374
Google Stickers;5;Social Media;3332
Google Hoodie;124;Organic Search;2491
Google Water Bottle;10;Referral;3519
YouTube Cap;15;Social Media;1668
Backpack;125;Social Media;2099
Google Hoodie;124;Social Media;2728
Google Water Bottle;10;Social Media;3349
Backpack;125;Organic Search;584
Android T-Shirt;20;Paid Search;1937
Google Hoodie;124;Paid Search;3297
YouTube Cap;15;Paid Search;2683
Greeting Cards;6;Organic Search;2973
Notebook;20;Paid Search;1296
Puffer Vest;115;Referral;434
Greeting Cards;6;Referral;2771
Notebook;20;Paid Search;3295
Google Hoodie;124;Paid Search;1965
Lanyard;6;Social Media;2395
Google Hoodie;124;Social Media;2100
Google Stickers;5;Organic Search;1883
Google Hoodie;124;Social Media;2609
Backpack;125;Organic Search;3249
Google Stickers;5;Social Media;422
Notebook;20;Paid Search;1048
Google Hoodie;124;Referral;1826
Greeting Cards;6;Social Media;237
Notebook;20;Paid Search;713
Greeting Cards;6;Paid Search;372
Google Stickers;5;Paid Search;2945
Lanyard;6;Organic Search;2223
Lanyard;6;Direct;1278
Greeting Cards;6;Direct;1340
Google Stickers;5;Direct;2768
YouTube Cap;15;Social Media;406
Google Stickers;5;Direct;2938
Google Stickers;5;Paid Search;385
Greeting Cards;6;Direct;2250
Google Stickers;5;Organic Search;2097
Lanyard;6;Referral;1813
Google Stickers;5;Direct;2669
Google Water Bottle;10;Social Media;672
Notebook;20;Social Media;573
Google Stickers;5;Paid Search;3069
Google Hoodie;124;Organic Search;294
Google Stickers;5;Direct;1411
Google Stickers;5;Social Media;3493
Google Stickers;5;Social Media;3277
Android T-Shirt;20;Organic Search;1124
Google Stickers;5;Organic Search;1658
Google Stickers;5;Paid Search;1209
Notebook;20;Social Media;471
Notebook;20;Direct;2332
Lanyard;6;Direct;1826
YouTube Cap;15;Organic Search;739
Google Stickers;5;Referral;1198
Canvas Tote;18;Direct;1631
Google Stickers;5;Referral;1785
YouTube Cap;15;Direct;392
YouTube Cap;15;Social Media;528
YouTube Cap;15;Organic Search;1961
Canvas Tote;18;Organic Search;2971
Google Stickers;5;Paid Search;2643
Android T-Shirt;20;Social Media;2165
Notebook;20;Paid Search;1229
Puffer Vest;115;Organic Search;44
Android T-Shirt;20;Referral;328
Canvas Tote;18;Paid Search;3310
YouTube Cap;15;Social Media;3082
Google Stickers;5;Direct;1986
Google Stickers;5;Social Media;3560
Google Stickers;5;Referral;674
Google Stickers;5;Referral;2709
Puffer Vest;115;Paid Search;1037
Android T-Shirt;20;Paid Search;1590
Google Water Bottle;10;Referral;2610
Google Stickers;5;Referral;3239
Google Hoodie;124;Social Media;2806
Notebook;20;Direct;2364
Google Hoodie;124;Referral;1264
Backpack;125;Organic Search;515
Google Stickers;5;Direct;3364
Google Hoodie;124;Direct;3418
Google Hoodie;124;Social Media;2521
Notebook;20;Referral;1027
YouTube Cap;15;Social Media;1674
Google Water Bottle;10;Social Media;500
Google Stickers;5;Referral;2627
Android T-Shirt;20;Referral;1950
Android T-Shirt;20;Direct;3087
Google Stickers;5;Referral;2460
Backpack;125;Social Media;1287
Google Water Bottle;10;Social Media;2461
Google Hoodie;124;Organic Search;1296
Google Hoodie;124;Paid Search;3311
Greeting Cards;6;Paid Search;642
Google Stickers;5;Paid Search;2625
Backpack;125;Social Media;911
Google Stickers;5;Organic Search;905
YouTube Cap;15;Direct;334
YouTube Cap;15;Paid Search;1183
Google Stickers;5;Organic Search;1658
Google Stickers;5;Referral;867
Greeting Cards;6;Paid Search;1605
Lanyard;6;Social Media;2503
Google Stickers;5;Referral;3085
Notebook;20;Direct;9
Puffer Vest;115;Referral;1546
Lanyard;6;Organic Search;2176
Google Stickers;5;Paid Search;1966
Google Stickers;5;Organic Search;293
Google Water Bottle;10;Paid Search;841
YouTube Cap;15;Direct;2234
Greeting Cards;6;Social Media;3591
Lanyard;6;Paid Search;297
Google Stickers;5;Paid Search;1749
Google Stickers;5;Referral;669
Backpack;125;Referral;2945
Google Hoodie;124;Paid Search;1538
Google Stickers;5;Social Media;51
Google Stickers;5;Organic Search;706
Greeting Cards;6;Organic Search;2292
Lanyard;6;Paid Search;1433
Android T-Shirt;20;Organic Search;301
Backpack;125;Organic Search;1698
Google Stickers;5;Direct;2354
Google Water Bottle;10;Direct;2655
Google Hoodie;124;Organic Search;1607
Google Hoodie;124;Organic Search;3176
Lanyard;6;Organic Search;2933
Android T-Shirt;20;Paid Search;3114
Google Stickers;5;Direct;810
Notebook;20;Direct;1721
Notebook;20;Paid Search;1126
Google Stickers;5;Referral;2841
Google Hoodie;124;Social Media;161
Lanyard;6;Social Media;2835
Backpack;125;Referral;2301
Canvas Tote;18;Direct;739
Google Stickers;5;Paid Search;1600
Backpack;125;Paid Search;402
Puffer Vest;115;Direct;3559
Google Hoodie;124;Paid Search;1388
Android T-Shirt;20;Referral;3563
Google Stickers;5;Paid Search;2883
Android T-Shirt;20;Referral;1251
Greeting Cards;6;Social Media;1550
Android T-Shirt;20;Paid Search;2287
Google Hoodie;124;Referral;668
Greeting Cards;6;Direct;3470
Google Stickers;5;Paid Search;152
Backpack;125;Paid Search;2133
Canvas Tote;18;Organic Search;242
Google Hoodie;124;Social Media;1519
Google Stickers;5;Organic Search;2584
Puffer Vest;115;Direct;931
Greeting Cards;6;Organic Search;3227
Google Water Bottle;10;Organic Search;2803
Lanyard;6;Direct;515
Greeting Cards;6;Paid Search;2938
Google Stickers;5;Social Media;2751
Google Stickers;5;Referral;2280
YouTube Cap;15;Social Media;1230
Google Hoodie;124;Social Media;833
Google Stickers;5;Organic Search;299
Google Stickers;5;Paid Search;2833
Android T-Shirt;20;Paid Search;2764
Google Stickers;5;Social Media;184
Google Stickers;5;Paid Search;2210
Backpack;125;Organic Search;3453
Google Stickers;5;Paid Search;394
Notebook;20;Organic Search;2943
Google Stickers;5;Social Media;2098
Puffer Vest;115;Social Media;1306
Google Stickers;5;Paid Search;3406
Backpack;125;Social Media;2150
Android T-Shirt;20;Paid Search;3114
YouTube Cap;15;Paid Search;2804
Google Stickers;5;Paid Search;2969
Google Hoodie;124;Organic Search;3117
Google Stickers;5;Social Media;39
Greeting Cards;6;Direct;1309
Puffer Vest;115;Social Media;2559
Google Stickers;5;Organic Search;3527
Google Hoodie;124;Paid Search;91
Canvas Tote;18;Paid Search;87
Google Stickers;5;Paid Search;1075
YouTube Cap;15;Paid Search;1794
Google Stickers;5;Referral;2133
Google Stickers;5;Paid Search;2788
Google Hoodie;124;Paid Search;2235
Android T-Shirt;20;Referral;1379
Canvas Tote;18;Paid Search;330
Google Stickers;5;Direct;3580
Puffer Vest;115;Organic Search;3388
Google Stickers;5;Organic Search;2465
Android T-Shirt;20;Social Media;3334
Google Hoodie;124;Referral;1580
Google Stickers;5;Referral;3275
Backpack;125;Referral;1639
Google Hoodie;124;Direct;2397
Greeting Cards;6;Social Media;2791
YouTube Cap;15;Social Media;2852
Canvas Tote;18;Paid Search;2579
Greeting Cards;6;Organic Search;3085
Google Hoodie;124;Referral;516
Google Hoodie;124;Paid Search;3570
Google Water Bottle;10;Social Media;2758
Android T-Shirt;20;Direct;707
Puffer Vest;115;Direct;3058
YouTube Cap;15;Social Media;1880
Google Hoodie;124;Direct;1276
Puffer Vest;115;Referral;2199
Google Stickers;5;Social Media;921
Google Water Bottle;10;Social Media;1986
Android T-Shirt;20;Social Media;2444
Greeting Cards;6;Social Media;2179
Google Hoodie;124;Referral;2628
Google Water Bottle;10;Paid Search;1644
Google Stickers;5;Social Media;1728
Google Stickers;5;Paid Search;3275
Backpack;125;Paid Search;2326
Canvas Tote;18;Social Media;2587
Android T-Shirt;20;Organic Search;3294
Greeting Cards;6;Referral;2556
Google Hoodie;124;Direct;1235
Lanyard;6;Paid Search;1127
Google Stickers;5;Social Media;1968
Google Stickers;5;Social Media;612
Google Hoodie;124;Organic Search;3286
Google Stickers;5;Paid Search;921
Greeting Cards;6;Organic Search;1996
YouTube Cap;15;Referral;314
Google Stickers;5;Paid Search;2680
Canvas Tote;18;Social Media;199
Canvas Tote;18;Social Media;1034
Canvas Tote;18;Referral;1792
Greeting Cards;6;Direct;3006
Backpack;125;Paid Search;1044
Google Stickers;5;Direct;1047
Puffer Vest;115;Referral;2687
Canvas Tote;18;Paid Search;2298
Google Stickers;5;Paid Search;2112
Backpack;125;Referral;2755
Lanyard;6;Direct;524
Notebook;20;Direct;851
YouTube Cap;15;Social Media;2681
Lanyard;6;Direct;3529
YouTube Cap;15;Direct;2814
Puffer Vest;115;Organic Search;981
Puffer Vest;115;Direct;1836
YouTube Cap;15;Direct;94
Google Stickers;5;Social Media;931
Greeting Cards;6;Social Media;3470
Google Stickers;5;Paid Search;743
Lanyard;6;Referral;1484
Google Water Bottle;10;Direct;799
Canvas Tote;18;Organic Search;753
Android T-Shirt;20;Social Media;3349
Google Stickers;5;Social Media;1923
Greeting Cards;6;Organic Search;2696
Lanyard;6;Paid Search;2455
Puffer Vest;115;Referral;199
Google Stickers;5;Social Media;10
Google Hoodie;124;Organic Search;2687
YouTube Cap;15;Paid Search;3236
Lanyard;6;Referral;1336
Notebook;20;Referral;1865
Google Hoodie;124;Social Media;584
Google Stickers;5;Referral;533
Google Hoodie;124;Paid Search;3145
Android T-Shirt;20;Social Media;2864
Android T-Shirt;20;Paid Search;739
Puffer Vest;115;Referral;1978
Google Hoodie;124;Organic Search;1075
Lanyard;6;Social Media;2724
Google Hoodie;124;Paid Search;2219
Google Stickers;5;Referral;1393
Google Hoodie;124;Organic Search;1088
Lanyard;6;Organic Search;846
Notebook;20;Organic Search;1401
Google Stickers;5;Paid Search;1206
Greeting Cards;6;Social Media;2886
Lanyard;6;Direct;373
Puffer Vest;115;Referral;347
Google Hoodie;124;Organic Search;2842
Google Stickers;5;Direct;2239
Puffer Vest;115;Referral;1374
Canvas Tote;18;Organic Search;298
Canvas Tote;18;Referral;1816
Google Stickers;5;Social Media;2314
Google Water Bottle;10;Organic Search;2198
Google Stickers;5;Referral;142
Google Stickers;5;Direct;3301
Google Hoodie;124;Referral;3279
Backpack;125;Organic Search;2723
Google Stickers;5;Referral;2195
Puffer Vest;115;Social Media;1923
YouTube Cap;15;Paid Search;261
Google Stickers;5;Direct;2051
Google Water Bottle;10;Direct;1965
Google Stickers;5;Referral;2417
Google Stickers;5;Social Media;647
Google Hoodie;124;Referral;1175
Google Stickers;5;Referral;1103
Puffer Vest;115;Social Media;1803
Android T-Shirt;20;Organic Search;2395
Notebook;20;Direct;1272
Android T-Shirt;20;Social Media;1595
Google Hoodie;124;Direct;2796
YouTube Cap;15;Organic Search;2307
Notebook;20;Social Media;260
Lanyard;6;Paid Search;204
Google Hoodie;124;Direct;2676
Notebook;20;Organic Search;2933
Puffer Vest;115;Organic Search;2124
Puffer Vest;115;Social Media;1900
Google Water Bottle;10;Organic Search;2514
Puffer Vest;115;Referral;3297
Google Stickers;5;Direct;2816
Puffer Vest;115;Referral;3563
Greeting Cards;6;Direct;2926
Google Stickers;5;Referral;532
Backpack;125;Social Media;3006
Greeting Cards;6;Paid Search;2022
Puffer Vest;115;Paid Search;3114
Google Hoodie;124;Organic Search;3409
Google Hoodie;124;Paid Search;197
Google Stickers;5;Direct;1183
Google Hoodie;124;Social Media;900
Notebook;20;Referral;2127
Android T-Shirt;20;Paid Search;2477
Lanyard;6;Social Media;2182
Canvas Tote;18;Direct;2520
Greeting Cards;6;Paid Search;3102
Backpack;125;Direct;987
Google Stickers;5;Organic Search;2123
Google Stickers;5;Referral;2680
Notebook;20;Social Media;2758
Google Stickers;5;Paid Search;2745
Google Stickers;5;Referral;1010
Google Hoodie;124;Organic Search;3117
Google Hoodie;124;Referral;229
Lanyard;6;Paid Search;1839
Google Stickers;5;Organic Search;810
Google Stickers;5;Social Media;963
Google Hoodie;124;Social Media;2272
Backpack;125;Paid Search;2195
Google Hoodie;124;Social Media;3250
Android T-Shirt;20;Direct;327
Google Stickers;5;Paid Search;604
YouTube Cap;15;Organic Search;445
YouTube Cap;15;Direct;5
Google Stickers;5;Paid Search;909
Google Stickers;5;Referral;2764
Google Water Bottle;10;Social Media;1885
Google Stickers;5;Social Media;2725
Google Hoodie;124;Social Media;2406
Google Water Bottle;10;Direct;3270
Lanyard;6;Organic Search;1871
Google Stickers;5;Paid Search;1362
Google Hoodie;124;Referral;3031
Canvas Tote;18;Direct;467
Google Stickers;5;Paid Search;1058
Google Stickers;5;Organic Search;1555
Google Stickers;5;Social Media;2435
Lanyard;6;Paid Search;1727
Google Stickers;5;Direct;2794
Google Stickers;5;Paid Search;241
Puffer Vest;115;Paid Search;3432
YouTube Cap;15;Organic Search;181
Android T-Shirt;20;Paid Search;2451
Google Stickers;5;Paid Search;2020
Lanyard;6;Organic Search;3273
Google Stickers;5;Direct;2126
Google Stickers;5;Referral;937
Puffer Vest;115;Social Media;240
Google Stickers;5;Direct;2781
Android T-Shirt;20;Paid Search;176
Google Hoodie;124;Social Media;3333
Lanyard;6;Direct;301
Greeting Cards;6;Social Media;516
YouTube Cap;15;Referral;3445
Puffer Vest;115;Referral;722
Google Stickers;5;Paid Search;2969
Google Stickers;5;Direct;3590
Google Hoodie;124;Referral;1845
Lanyard;6;Organic Search;2836
Backpack;125;Social Media;1433
Google Stickers;5;Referral;1362
Canvas Tote;18;Direct;2522
Google Stickers;5;Referral;1246
Backpack;125;Organic Search;53
Google Stickers;5;Organic Search;3428
Notebook;20;Paid Search;242
Google Water Bottle;10;Paid Search;870
Android T-Shirt;20;Social Media;80
Google Stickers;5;Social Media;3429
Notebook;20;Direct;1299
Canvas Tote;18;Paid Search;2660
Puffer Vest;115;Organic Search;1503
Lanyard;6;Referral;1749
Lanyard;6;Referral;1538
Google Stickers;5;Organic Search;2854
Google Stickers;5;Paid Search;1832
Notebook;20;Organic Search;1539
Android T-Shirt;20;Social Media;722
Puffer Vest;115;Social Media;1999
Notebook;20;Referral;201
Google Stickers;5;Social Media;3028
Android T-Shirt;20;Direct;2511
Notebook;20;Organic Search;1651
Google Stickers;5;Paid Search;1184
Notebook;20;Paid Search;534
Google Water Bottle;10;Paid Search;1908
Notebook;20;Direct;2673
Puffer Vest;115;Paid Search;494
Google Stickers;5;Social Media;1673
YouTube Cap;15;Direct;276
Puffer Vest;115;Paid Search;3292
Google Stickers;5;Paid Search;396
Google Hoodie;124;Social Media;2625
Google Stickers;5;Paid Search;2861
Google Hoodie;124;Direct;933
Google Stickers;5;Direct;1062
Lanyard;6;Referral;3356
Lanyard;6;Referral;3080
Google Stickers;5;Organic Search;2367
Google Stickers;5;Social Media;132
Android T-Shirt;20;Paid Search;245
Lanyard;6;Social Media;1543
Google Hoodie;124;Organic Search;1092
Backpack;125;Paid Search;1373
Lanyard;6;Referral;998
Google Stickers;5;Organic Search;3590
Canvas Tote;18;Social Media;90
Puffer Vest;115;Direct;2294
Google Water Bottle;10;Social Media;2315
Greeting Cards;6;Direct;696
Google Stickers;5;Paid Search;1078
Google Stickers;5;Direct;2864
Android T-Shirt;20;Direct;3408
Google Stickers;5;Social Media;3348
Google Stickers;5;Paid Search;3230
Greeting Cards;6;Referral;2010
Greeting Cards;6;Direct;1339
